full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_name,is_weekend,is_holiday
2017-11-21,2017,Q4,11,November,47,21,Tuesday,False,False
2017-11-22,2017,Q4,11,November,47,22,Wednesday,False,False
2017-11-23,2017,Q4,11,November,47,23,Thursday,False,False
2017-11-24,2017,Q4,11,November,47,24,Friday,False,False
2017-11-25,2017,Q4,11,November,47,25,Saturday,True,False
2017-11-26,2017,Q4,11,November,47,26,Sunday,True,False
2017-11-27,2017,Q4,11,November,48,27,Monday,False,False
2017-11-28,2017,Q4,11,November,48,28,Tuesday,False,False
2017-11-29,2017,Q4,11,November,48,29,Wednesday,False,False
2017-11-30,2017,Q4,11,November,48,30,Thursday,False,False
2017-12-01,2017,Q4,12,December,48,1,Friday,False,False
2017-12-02,2017,Q4,12,December,48,2,Saturday,True,False
2017-12-03,2017,Q4,12,December,48,3,Sunday,True,False
2017-12-04,2017,Q4,12,December,49,4,Monday,False,False
2017-12-05,2017,Q4,12,December,49,5,Tuesday,False,False
2017-12-06,2017,Q4,12,December,49,6,Wednesday,False,False
2017-12-07,2017,Q4,12,December,49,7,Thursday,False,False
2017-12-08,2017,Q4,12,December,49,8,Friday,False,False
2017-12-09,2017,Q4,12,December,49,9,Saturday,True,False
2017-12-10,2017,Q4,12,December,49,10,Sunday,True,False
2017-12-11,2017,Q4,12,December,50,11,Monday,False,False
2017-12-12,2017,Q4,12,December,50,12,Tuesday,False,False
2017-12-13,2017,Q4,12,December,50,13,Wednesday,False,False
2017-12-14,2017,Q4,12,December,50,14,Thursday,False,False
2017-12-15,2017,Q4,12,December,50,15,Friday,False,False
2017-12-16,2017,Q4,12,December,50,16,Saturday,True,False
2017-12-17,2017,Q4,12,December,50,17,Sunday,True,False
2017-12-18,2017,Q4,12,December,51,18,Monday,False,False
2017-12-19,2017,Q4,12,December,51,19,Tuesday,False,False
2017-12-20,2017,Q4,12,December,51,20,Wednesday,False,False
2017-12-21,2017,Q4,12,December,51,21,Thursday,False,False
2017-12-22,2017,Q4,12,December,51,22,Friday,False,False
2017-12-23,2017,Q4,12,December,51,23,Saturday,True,False
2017-12-24,2017,Q4,12,December,51,24,Sunday,True,False
2017-12-25,2017,Q4,12,December,52,25,Monday,False,False
2017-12-26,2017,Q4,12,December,52,26,Tuesday,False,False
2017-12-27,2017,Q4,12,December,52,27,Wednesday,False,False
2017-12-28,2017,Q4,12,December,52,28,Thursday,False,False
2017-12-29,2017,Q4,12,December,52,29,Friday,False,False
2017-12-30,2017,Q4,12,December,52,30,Saturday,True,False
2017-12-31,2017,Q4,12,December,52,31,Sunday,True,False
2018-01-01,2018,Q1,1,January,1,1,Monday,False,False
2018-01-02,2018,Q1,1,January,1,2,Tuesday,False,False
2018-01-03,2018,Q1,1,January,1,3,Wednesday,False,False
2018-01-04,2018,Q1,1,January,1,4,Thursday,False,False
2018-01-05,2018,Q1,1,January,1,5,Friday,False,False
2018-01-06,2018,Q1,1,January,1,6,Saturday,True,False
2018-01-07,2018,Q1,1,January,1,7,Sunday,True,False
2018-01-08,2018,Q1,1,January,2,8,Monday,False,False
2018-01-09,2018,Q1,1,January,2,9,Tuesday,False,False
2018-01-10,2018,Q1,1,January,2,10,Wednesday,False,False
2018-01-11,2018,Q1,1,January,2,11,Thursday,False,False
2018-01-12,2018,Q1,1,January,2,12,Friday,False,False
2018-01-13,2018,Q1,1,January,2,13,Saturday,True,False
2018-01-14,2018,Q1,1,January,2,14,Sunday,True,False
2018-01-15,2018,Q1,1,January,3,15,Monday,False,False
2018-01-16,2018,Q1,1,January,3,16,Tuesday,False,False
2018-01-17,2018,Q1,1,January,3,17,Wednesday,False,False
2018-01-18,2018,Q1,1,January,3,18,Thursday,False,False
2018-01-19,2018,Q1,1,January,3,19,Friday,False,False
2018-01-20,2018,Q1,1,January,3,20,Saturday,True,False
2018-01-21,2018,Q1,1,January,3,21,Sunday,True,False
2018-01-22,2018,Q1,1,January,4,22,Monday,False,False
2018-01-23,2018,Q1,1,January,4,23,Tuesday,False,False
2018-01-24,2018,Q1,1,January,4,24,Wednesday,False,False
2018-01-25,2018,Q1,1,January,4,25,Thursday,False,False
2018-01-26,2018,Q1,1,January,4,26,Friday,False,False
2018-01-27,2018,Q1,1,January,4,27,Saturday,True,False
2018-01-28,2018,Q1,1,January,4,28,Sunday,True,False
2018-01-29,2018,Q1,1,January,5,29,Monday,False,False
2018-01-30,2018,Q1,1,January,5,30,Tuesday,False,False
2018-01-31,2018,Q1,1,January,5,31,Wednesday,False,False
2018-02-01,2018,Q1,2,February,5,1,Thursday,False,False
2018-02-02,2018,Q1,2,February,5,2,Friday,False,False
2018-02-03,2018,Q1,2,February,5,3,Saturday,True,False
2018-02-04,2018,Q1,2,February,5,4,Sunday,True,False
2018-02-05,2018,Q1,2,February,6,5,Monday,False,False
2018-02-06,2018,Q1,2,February,6,6,Tuesday,False,False
2018-02-07,2018,Q1,2,February,6,7,Wednesday,False,False
2018-02-08,2018,Q1,2,February,6,8,Thursday,False,False
2018-02-09,2018,Q1,2,February,6,9,Friday,False,False
2018-02-10,2018,Q1,2,February,6,10,Saturday,True,False
2018-02-11,2018,Q1,2,February,6,11,Sunday,True,False
2018-02-12,2018,Q1,2,February,7,12,Monday,False,False
2018-02-13,2018,Q1,2,February,7,13,Tuesday,False,False
2018-02-14,2018,Q1,2,February,7,14,Wednesday,False,False
2018-02-15,2018,Q1,2,February,7,15,Thursday,False,False
2018-02-16,2018,Q1,2,February,7,16,Friday,False,False
2018-02-17,2018,Q1,2,February,7,17,Saturday,True,False
2018-02-18,2018,Q1,2,February,7,18,Sunday,True,False
2018-02-19,2018,Q1,2,February,8,19,Monday,False,False
2018-02-20,2018,Q1,2,February,8,20,Tuesday,False,False
2018-02-21,2018,Q1,2,February,8,21,Wednesday,False,False
2018-02-22,2018,Q1,2,February,8,22,Thursday,False,False
2018-02-23,2018,Q1,2,February,8,23,Friday,False,False
2018-02-24,2018,Q1,2,February,8,24,Saturday,True,False
2018-02-25,2018,Q1,2,February,8,25,Sunday,True,False
2018-02-26,2018,Q1,2,February,9,26,Monday,False,False
2018-02-27,2018,Q1,2,February,9,27,Tuesday,False,False
2018-02-28,2018,Q1,2,February,9,28,Wednesday,False,False
2018-03-01,2018,Q1,3,March,9,1,Thursday,False,False
2018-03-02,2018,Q1,3,March,9,2,Friday,False,False
2018-03-03,2018,Q1,3,March,9,3,Saturday,True,False
2018-03-04,2018,Q1,3,March,9,4,Sunday,True,False
2018-03-05,2018,Q1,3,March,10,5,Monday,False,False
2018-03-06,2018,Q1,3,March,10,6,Tuesday,False,False
2018-03-07,2018,Q1,3,March,10,7,Wednesday,False,False
2018-03-08,2018,Q1,3,March,10,8,Thursday,False,False
2018-03-09,2018,Q1,3,March,10,9,Friday,False,False
2018-03-10,2018,Q1,3,March,10,10,Saturday,True,False
2018-03-11,2018,Q1,3,March,10,11,Sunday,True,False
2018-03-12,2018,Q1,3,March,11,12,Monday,False,False
2018-03-13,2018,Q1,3,March,11,13,Tuesday,False,False
2018-03-14,2018,Q1,3,March,11,14,Wednesday,False,False
2018-03-15,2018,Q1,3,March,11,15,Thursday,False,False
2018-03-16,2018,Q1,3,March,11,16,Friday,False,False
2018-03-17,2018,Q1,3,March,11,17,Saturday,True,False
2018-03-18,2018,Q1,3,March,11,18,Sunday,True,False
2018-03-19,2018,Q1,3,March,12,19,Monday,False,False
2018-03-20,2018,Q1,3,March,12,20,Tuesday,False,False
2018-03-21,2018,Q1,3,March,12,21,Wednesday,False,False
2018-03-22,2018,Q1,3,March,12,22,Thursday,False,False
2018-03-23,2018,Q1,3,March,12,23,Friday,False,False
2018-03-24,2018,Q1,3,March,12,24,Saturday,True,False
2018-03-25,2018,Q1,3,March,12,25,Sunday,True,False
2018-03-26,2018,Q1,3,March,13,26,Monday,False,False
2018-03-27,2018,Q1,3,March,13,27,Tuesday,False,False
2018-03-28,2018,Q1,3,March,13,28,Wednesday,False,False
2018-03-29,2018,Q1,3,March,13,29,Thursday,False,False
2018-03-30,2018,Q1,3,March,13,30,Friday,False,False
2018-03-31,2018,Q1,3,March,13,31,Saturday,True,False
2018-04-01,2018,Q2,4,April,13,1,Sunday,True,False
2018-04-02,2018,Q2,4,April,14,2,Monday,False,False
2018-04-03,2018,Q2,4,April,14,3,Tuesday,False,False
2018-04-04,2018,Q2,4,April,14,4,Wednesday,False,False
2018-04-05,2018,Q2,4,April,14,5,Thursday,False,False
2018-04-06,2018,Q2,4,April,14,6,Friday,False,False
2018-04-07,2018,Q2,4,April,14,7,Saturday,True,False
2018-04-08,2018,Q2,4,April,14,8,Sunday,True,False
2018-04-09,2018,Q2,4,April,15,9,Monday,False,False
2018-04-10,2018,Q2,4,April,15,10,Tuesday,False,False
2018-04-11,2018,Q2,4,April,15,11,Wednesday,False,False
2018-04-12,2018,Q2,4,April,15,12,Thursday,False,False
2018-04-13,2018,Q2,4,April,15,13,Friday,False,False
2018-04-14,2018,Q2,4,April,15,14,Saturday,True,False
2018-04-15,2018,Q2,4,April,15,15,Sunday,True,False
2018-04-16,2018,Q2,4,April,16,16,Monday,False,False
2018-04-17,2018,Q2,4,April,16,17,Tuesday,False,False
2018-04-18,2018,Q2,4,April,16,18,Wednesday,False,False
2018-04-19,2018,Q2,4,April,16,19,Thursday,False,False
2018-04-20,2018,Q2,4,April,16,20,Friday,False,False
2018-04-21,2018,Q2,4,April,16,21,Saturday,True,False
2018-04-22,2018,Q2,4,April,16,22,Sunday,True,False
2018-04-23,2018,Q2,4,April,17,23,Monday,False,False
2018-04-24,2018,Q2,4,April,17,24,Tuesday,False,False
2018-04-25,2018,Q2,4,April,17,25,Wednesday,False,False
2018-04-26,2018,Q2,4,April,17,26,Thursday,False,False
2018-04-27,2018,Q2,4,April,17,27,Friday,False,False
2018-04-28,2018,Q2,4,April,17,28,Saturday,True,False
2018-04-29,2018,Q2,4,April,17,29,Sunday,True,False
2018-04-30,2018,Q2,4,April,18,30,Monday,False,False
2018-05-01,2018,Q2,5,May,18,1,Tuesday,False,False
2018-05-02,2018,Q2,5,May,18,2,Wednesday,False,False
2018-05-03,2018,Q2,5,May,18,3,Thursday,False,False
2018-05-04,2018,Q2,5,May,18,4,Friday,False,False
2018-05-05,2018,Q2,5,May,18,5,Saturday,True,False
2018-05-06,2018,Q2,5,May,18,6,Sunday,True,False
2018-05-07,2018,Q2,5,May,19,7,Monday,False,False
2018-05-08,2018,Q2,5,May,19,8,Tuesday,False,False
2018-05-09,2018,Q2,5,May,19,9,Wednesday,False,False
2018-05-10,2018,Q2,5,May,19,10,Thursday,False,False
2018-05-11,2018,Q2,5,May,19,11,Friday,False,False
2018-05-12,2018,Q2,5,May,19,12,Saturday,True,False
2018-05-13,2018,Q2,5,May,19,13,Sunday,True,False
2018-05-14,2018,Q2,5,May,20,14,Monday,False,False
2018-05-15,2018,Q2,5,May,20,15,Tuesday,False,False
2018-05-16,2018,Q2,5,May,20,16,Wednesday,False,False
2018-05-17,2018,Q2,5,May,20,17,Thursday,False,False
2018-05-18,2018,Q2,5,May,20,18,Friday,False,False
2018-05-19,2018,Q2,5,May,20,19,Saturday,True,False
2018-05-20,2018,Q2,5,May,20,20,Sunday,True,False
2018-05-21,2018,Q2,5,May,21,21,Monday,False,False
2018-05-22,2018,Q2,5,May,21,22,Tuesday,False,False
2018-05-23,2018,Q2,5,May,21,23,Wednesday,False,False
2018-05-24,2018,Q2,5,May,21,24,Thursday,False,False
2018-05-25,2018,Q2,5,May,21,25,Friday,False,False
2018-05-26,2018,Q2,5,May,21,26,Saturday,True,False
2018-05-27,2018,Q2,5,May,21,27,Sunday,True,False
2018-05-28,2018,Q2,5,May,22,28,Monday,False,False
2018-05-29,2018,Q2,5,May,22,29,Tuesday,False,False
2018-05-30,2018,Q2,5,May,22,30,Wednesday,False,False
2018-05-31,2018,Q2,5,May,22,31,Thursday,False,False
2018-06-01,2018,Q2,6,June,22,1,Friday,False,False
2018-06-02,2018,Q2,6,June,22,2,Saturday,True,False
2018-06-03,2018,Q2,6,June,22,3,Sunday,True,False
2018-06-04,2018,Q2,6,June,23,4,Monday,False,False
2018-06-05,2018,Q2,6,June,23,5,Tuesday,False,False
2018-06-06,2018,Q2,6,June,23,6,Wednesday,False,False
2018-06-07,2018,Q2,6,June,23,7,Thursday,False,False
2018-06-08,2018,Q2,6,June,23,8,Friday,False,False
2018-06-09,2018,Q2,6,June,23,9,Saturday,True,False
2018-06-10,2018,Q2,6,June,23,10,Sunday,True,False
2018-06-11,2018,Q2,6,June,24,11,Monday,False,False
2018-06-12,2018,Q2,6,June,24,12,Tuesday,False,False
2018-06-13,2018,Q2,6,June,24,13,Wednesday,False,False
2018-06-14,2018,Q2,6,June,24,14,Thursday,False,False
2018-06-15,2018,Q2,6,June,24,15,Friday,False,False
2018-06-16,2018,Q2,6,June,24,16,Saturday,True,False
2018-06-17,2018,Q2,6,June,24,17,Sunday,True,False
2018-06-18,2018,Q2,6,June,25,18,Monday,False,False
2018-06-19,2018,Q2,6,June,25,19,Tuesday,False,False
2018-06-20,2018,Q2,6,June,25,20,Wednesday,False,False
2018-06-21,2018,Q2,6,June,25,21,Thursday,False,False
2018-06-22,2018,Q2,6,June,25,22,Friday,False,False
2018-06-23,2018,Q2,6,June,25,23,Saturday,True,False
2018-06-24,2018,Q2,6,June,25,24,Sunday,True,False
2018-06-25,2018,Q2,6,June,26,25,Monday,False,False
2018-06-26,2018,Q2,6,June,26,26,Tuesday,False,False
2018-06-27,2018,Q2,6,June,26,27,Wednesday,False,False
2018-06-28,2018,Q2,6,June,26,28,Thursday,False,False
2018-06-29,2018,Q2,6,June,26,29,Friday,False,False
2018-06-30,2018,Q2,6,June,26,30,Saturday,True,False
2018-07-01,2018,Q3,7,July,26,1,Sunday,True,False
2018-07-02,2018,Q3,7,July,27,2,Monday,False,False
2018-07-03,2018,Q3,7,July,27,3,Tuesday,False,False
2018-07-04,2018,Q3,7,July,27,4,Wednesday,False,False
2018-07-05,2018,Q3,7,July,27,5,Thursday,False,False
2018-07-06,2018,Q3,7,July,27,6,Friday,False,False
2018-07-07,2018,Q3,7,July,27,7,Saturday,True,False
2018-07-08,2018,Q3,7,July,27,8,Sunday,True,False
2018-07-09,2018,Q3,7,July,28,9,Monday,False,False
2018-07-10,2018,Q3,7,July,28,10,Tuesday,False,False
2018-07-11,2018,Q3,7,July,28,11,Wednesday,False,False
2018-07-12,2018,Q3,7,July,28,12,Thursday,False,False
2018-07-13,2018,Q3,7,July,28,13,Friday,False,False
2018-07-14,2018,Q3,7,July,28,14,Saturday,True,False
2018-07-15,2018,Q3,7,July,28,15,Sunday,True,False
2018-07-16,2018,Q3,7,July,29,16,Monday,False,False
2018-07-17,2018,Q3,7,July,29,17,Tuesday,False,False
2018-07-18,2018,Q3,7,July,29,18,Wednesday,False,False
2018-07-19,2018,Q3,7,July,29,19,Thursday,False,False
2018-07-20,2018,Q3,7,July,29,20,Friday,False,False
2018-07-21,2018,Q3,7,July,29,21,Saturday,True,False
2018-07-22,2018,Q3,7,July,29,22,Sunday,True,False
2018-07-23,2018,Q3,7,July,30,23,Monday,False,False
2018-07-24,2018,Q3,7,July,30,24,Tuesday,False,False
2018-07-25,2018,Q3,7,July,30,25,Wednesday,False,False
2018-07-26,2018,Q3,7,July,30,26,Thursday,False,False
2018-07-27,2018,Q3,7,July,30,27,Friday,False,False
2018-07-28,2018,Q3,7,July,30,28,Saturday,True,False
2018-07-29,2018,Q3,7,July,30,29,Sunday,True,False
2018-07-30,2018,Q3,7,July,31,30,Monday,False,False
2018-07-31,2018,Q3,7,July,31,31,Tuesday,False,False
2018-08-01,2018,Q3,8,August,31,1,Wednesday,False,False
2018-08-02,2018,Q3,8,August,31,2,Thursday,False,False
2018-08-03,2018,Q3,8,August,31,3,Friday,False,False
2018-08-04,2018,Q3,8,August,31,4,Saturday,True,False
2018-08-05,2018,Q3,8,August,31,5,Sunday,True,False
2018-08-06,2018,Q3,8,August,32,6,Monday,False,False
2018-08-07,2018,Q3,8,August,32,7,Tuesday,False,False
2018-08-08,2018,Q3,8,August,32,8,Wednesday,False,False
2018-08-09,2018,Q3,8,August,32,9,Thursday,False,False
2018-08-10,2018,Q3,8,August,32,10,Friday,False,False
2018-08-11,2018,Q3,8,August,32,11,Saturday,True,False
2018-08-12,2018,Q3,8,August,32,12,Sunday,True,False
2018-08-13,2018,Q3,8,August,33,13,Monday,False,False
2018-08-14,2018,Q3,8,August,33,14,Tuesday,False,False
2018-08-15,2018,Q3,8,August,33,15,Wednesday,False,False
2018-08-16,2018,Q3,8,August,33,16,Thursday,False,False
2018-08-17,2018,Q3,8,August,33,17,Friday,False,False
2018-08-18,2018,Q3,8,August,33,18,Saturday,True,False
2018-08-19,2018,Q3,8,August,33,19,Sunday,True,False
2018-08-20,2018,Q3,8,August,34,20,Monday,False,False
2018-08-21,2018,Q3,8,August,34,21,Tuesday,False,False
2018-08-22,2018,Q3,8,August,34,22,Wednesday,False,False
2018-08-23,2018,Q3,8,August,34,23,Thursday,False,False
2018-08-24,2018,Q3,8,August,34,24,Friday,False,False
2018-08-25,2018,Q3,8,August,34,25,Saturday,True,False
2018-08-26,2018,Q3,8,August,34,26,Sunday,True,False
2018-08-27,2018,Q3,8,August,35,27,Monday,False,False
2018-08-28,2018,Q3,8,August,35,28,Tuesday,False,False
2018-08-29,2018,Q3,8,August,35,29,Wednesday,False,False
2018-08-30,2018,Q3,8,August,35,30,Thursday,False,False
2018-08-31,2018,Q3,8,August,35,31,Friday,False,False
2018-09-01,2018,Q3,9,September,35,1,Saturday,True,False
2018-09-02,2018,Q3,9,September,35,2,Sunday,True,False
2018-09-03,2018,Q3,9,September,36,3,Monday,False,False
2018-09-04,2018,Q3,9,September,36,4,Tuesday,False,False
2018-09-05,2018,Q3,9,September,36,5,Wednesday,False,False
2018-09-06,2018,Q3,9,September,36,6,Thursday,False,False
2018-09-07,2018,Q3,9,September,36,7,Friday,False,False
2018-09-08,2018,Q3,9,September,36,8,Saturday,True,False
2018-09-09,2018,Q3,9,September,36,9,Sunday,True,False
2018-09-10,2018,Q3,9,September,37,10,Monday,False,False
2018-09-11,2018,Q3,9,September,37,11,Tuesday,False,False
2018-09-12,2018,Q3,9,September,37,12,Wednesday,False,False
2018-09-13,2018,Q3,9,September,37,13,Thursday,False,False
2018-09-14,2018,Q3,9,September,37,14,Friday,False,False
2018-09-15,2018,Q3,9,September,37,15,Saturday,True,False
2018-09-16,2018,Q3,9,September,37,16,Sunday,True,False
2018-09-17,2018,Q3,9,September,38,17,Monday,False,False
2018-09-18,2018,Q3,9,September,38,18,Tuesday,False,False
2018-09-19,2018,Q3,9,September,38,19,Wednesday,False,False
2018-09-20,2018,Q3,9,September,38,20,Thursday,False,False
2018-09-21,2018,Q3,9,September,38,21,Friday,False,False
2018-09-22,2018,Q3,9,September,38,22,Saturday,True,False
2018-09-23,2018,Q3,9,September,38,23,Sunday,True,False
2018-09-24,2018,Q3,9,September,39,24,Monday,False,False
2018-09-25,2018,Q3,9,September,39,25,Tuesday,False,False
2018-09-26,2018,Q3,9,September,39,26,Wednesday,False,False
2018-09-27,2018,Q3,9,September,39,27,Thursday,False,False
2018-09-28,2018,Q3,9,September,39,28,Friday,False,False
2018-09-29,2018,Q3,9,September,39,29,Saturday,True,False
2018-09-30,2018,Q3,9,September,39,30,Sunday,True,False
2018-10-01,2018,Q4,10,October,40,1,Monday,False,False
2018-10-02,2018,Q4,10,October,40,2,Tuesday,False,False
2018-10-03,2018,Q4,10,October,40,3,Wednesday,False,False
2018-10-04,2018,Q4,10,October,40,4,Thursday,False,False
2018-10-05,2018,Q4,10,October,40,5,Friday,False,False
2018-10-06,2018,Q4,10,October,40,6,Saturday,True,False
2018-10-07,2018,Q4,10,October,40,7,Sunday,True,False
2018-10-08,2018,Q4,10,October,41,8,Monday,False,False
2018-10-09,2018,Q4,10,October,41,9,Tuesday,False,False
2018-10-10,2018,Q4,10,October,41,10,Wednesday,False,False
2018-10-11,2018,Q4,10,October,41,11,Thursday,False,False
2018-10-12,2018,Q4,10,October,41,12,Friday,False,False
2018-10-13,2018,Q4,10,October,41,13,Saturday,True,False
2018-10-14,2018,Q4,10,October,41,14,Sunday,True,False
2018-10-15,2018,Q4,10,October,42,15,Monday,False,False
2018-10-16,2018,Q4,10,October,42,16,Tuesday,False,False
2018-10-17,2018,Q4,10,October,42,17,Wednesday,False,False
2018-10-18,2018,Q4,10,October,42,18,Thursday,False,False
2018-10-19,2018,Q4,10,October,42,19,Friday,False,False
2018-10-20,2018,Q4,10,October,42,20,Saturday,True,False
2018-10-21,2018,Q4,10,October,42,21,Sunday,True,False
2018-10-22,2018,Q4,10,October,43,22,Monday,False,False
2018-10-23,2018,Q4,10,October,43,23,Tuesday,False,False
2018-10-24,2018,Q4,10,October,43,24,Wednesday,False,False
2018-10-25,2018,Q4,10,October,43,25,Thursday,False,False
2018-10-26,2018,Q4,10,October,43,26,Friday,False,False
2018-10-27,2018,Q4,10,October,43,27,Saturday,True,False
2018-10-28,2018,Q4,10,October,43,28,Sunday,True,False
2018-10-29,2018,Q4,10,October,44,29,Monday,False,False
2018-10-30,2018,Q4,10,October,44,30,Tuesday,False,False
2018-10-31,2018,Q4,10,October,44,31,Wednesday,False,False
2018-11-01,2018,Q4,11,November,44,1,Thursday,False,False
2018-11-02,2018,Q4,11,November,44,2,Friday,False,False
2018-11-03,2018,Q4,11,November,44,3,Saturday,True,False
2018-11-04,2018,Q4,11,November,44,4,Sunday,True,False
2018-11-05,2018,Q4,11,November,45,5,Monday,False,False
2018-11-06,2018,Q4,11,November,45,6,Tuesday,False,False
2018-11-07,2018,Q4,11,November,45,7,Wednesday,False,False
2018-11-08,2018,Q4,11,November,45,8,Thursday,False,False
2018-11-09,2018,Q4,11,November,45,9,Friday,False,False
2018-11-10,2018,Q4,11,November,45,10,Saturday,True,False
2018-11-11,2018,Q4,11,November,45,11,Sunday,True,False
2018-11-12,2018,Q4,11,November,46,12,Monday,False,False
